Created At,Action,Klass Type,from,to
2/2/16 22:40,read,portfolio,159635,159635
2/2/16 22:41,read,portfolio,159635,159635
3/3/16 18:50,read,about_me,159635,159635
1/16/16 17:50,read,about_me,179198,159635
1/16/16 18:39,read,about_me,179203,159635
3/26/16 21:19,read,Badges,163335,163335
3/26/16 21:19,read,about_me,163335,163335
3/26/16 21:44,read,about_me,163335,163335
1/15/16 18:53,read,about_me,176973,163335
5/5/16 19:12,read,about_me,159634,167356
2/10/16 18:25,read,about_me,167356,167356
2/10/16 18:30,read,about_me,167356,167356
2/10/16 18:33,read,about_me,167356,167356
2/12/16 17:17,read,about_me,167356,167356
1/30/16 16:20,read,about_me,179105,167356
1/30/16 16:20,read,portfolio,179105,167356
2/3/16 23:24,read,about_me,179119,167356
2/6/16 18:43,read,about_me,179158,167356
5/10/16 20:58,comment,VisualWork,175316,175316
2/9/16 22:42,read,about_me,175316,175316
2/9/16 22:57,read,about_me,175316,175316
3/15/16 22:22,read,about_me,175316,175316
4/5/16 21:03,read,Design,175316,175316
4/5/16 21:14,read,Design,175316,175316
5/10/16 20:58,read,Design,175316,175316
5/17/16 22:05,read,Design,175316,175316
1/27/16 19:11,read,about_me,175318,175316
4/5/16 21:16,read,Design,175318,175316
1/27/16 19:11,read,portfolio,175318,175316
3/29/16 22:08,read,Design,175320,175316
4/5/16 21:31,read,Design,175320,175316
5/17/16 22:13,read,Design,175320,175316
4/5/16 21:49,read,Design,175320,175316
4/5/16 21:02,read,Design,175321,175316
4/5/16 21:15,read,Design,175321,175316
5/17/16 22:18,read,Design,175328,175316
4/26/16 21:36,read,Video,176270,175316
3/31/16 23:40,read,Design,176975,175316
3/7/16 20:39,read,Pathways,176975,175316
3/7/16 20:44,read,Pathways,176975,175316
3/2/16 23:57,read,about_me,176975,175316
3/7/16 20:39,read,about_me,176975,175316
3/7/16 20:44,read,about_me,176975,175316
3/7/16 20:39,read,Video,176975,175316
4/5/16 21:49,comment,VisualWork,186664,175316
5/17/16 22:20,comment,VisualWork,186664,175316
4/5/16 21:49,read,Design,186664,175316
5/17/16 22:20,read,Design,186664,175316
3/1/16 0:30,read,Pathways,176975,175317
3/1/16 0:30,read,about_me,176975,175317
2/4/16 4:19,reaction_on,Photo,159635,175318
2/4/16 4:19,reaction_on,Photo,159635,175318
2/4/16 4:19,reaction_on,Photo,159635,175318
2/4/16 4:19,read,Photo,159635,175318
5/17/16 22:07,read,Design,175316,175318
2/9/16 22:23,read,Photo,175316,175318
5/10/16 20:58,read,Video,175316,175318
2/9/16 22:07,comment,VisualWork,175318,175318
1/27/16 19:11,read,about_me,175318,175318
4/26/16 21:04,read,about_me,175318,175318
4/26/16 21:08,read,about_me,175318,175318
4/26/16 21:10,read,about_me,175318,175318
4/26/16 21:11,read,about_me,175318,175318
5/3/16 21:32,read,about_me,175318,175318
2/2/16 22:52,read,Photo,175318,175318
2/9/16 22:02,read,Photo,175318,175318
2/9/16 22:07,read,Photo,175318,175318
4/26/16 21:09,read,Photo,175318,175318
4/26/16 21:10,read,Photo,175318,175318
1/27/16 19:11,read,portfolio,175318,175318
2/9/16 22:41,read,Video,175318,175318
3/29/16 21:09,read,Design,175320,175318
3/29/16 21:10,read,Video,175320,175318
5/17/16 22:15,read,Video,175320,175318
5/17/16 22:09,read,Video,175321,175318
2/2/16 23:32,comment,VisualWork,175328,175318
2/9/16 22:31,comment,VisualWork,175328,175318
2/9/16 22:10,reaction_on,Photo,175328,175318
2/2/16 23:31,reaction_on,Photo,175328,175318
2/2/16 23:31,reaction_on,Photo,175328,175318
2/2/16 23:31,reaction_on,Photo,175328,175318
2/2/16 23:31,reaction_on,Photo,175328,175318
2/2/16 23:31,reaction_on,Photo,175328,175318
2/2/16 23:31,reaction_on,Photo,175328,175318
2/2/16 23:32,reaction_on,Photo,175328,175318
2/2/16 23:32,reaction_on,Photo,175328,175318
2/2/16 23:31,reaction_on,Photo,175328,175318
2/9/16 22:09,reaction_on,Photo,175328,175318
2/9/16 22:13,reaction_on,Photo,175328,175318
2/2/16 23:32,reaction_on,Photo,175328,175318
2/9/16 22:09,reaction_on,Photo,175328,175318
2/9/16 22:41,reaction_on,Video,175328,175318
2/2/16 23:31,read,Photo,175328,175318
2/9/16 22:09,read,Photo,175328,175318
2/9/16 22:13,read,Photo,175328,175318
2/9/16 22:31,read,Photo,175328,175318
2/9/16 22:40,read,Photo,175328,175318
2/9/16 22:41,read,Video,175328,175318
2/9/16 22:42,reaction_on,Video,176270,175318
5/3/16 21:44,read,Design,176270,175318
3/1/16 22:45,read,Photo,176270,175318
2/9/16 22:42,read,Video,176270,175318
3/1/16 22:45,read,Video,176270,175318
3/1/16 0:29,read,Pathways,176975,175318
3/7/16 20:43,read,Pathways,176975,175318
3/1/16 0:29,read,about_me,176975,175318
3/7/16 20:43,read,about_me,176975,175318
3/1/16 0:02,read,Video,176975,175318
3/1/16 0:07,read,Video,176975,175318
2/9/16 22:04,comment,VisualWork,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,reaction_on,Photo,180781,175318
2/9/16 22:03,read,Photo,180781,175318
2/9/16 22:13,read,Photo,180781,175318
3/1/16 22:06,read,Photo,180781,175318
3/23/16 0:28,read,about_me,159635,175319
1/27/16 19:11,read,about_me,175318,175319
4/5/16 21:22,read,Design,175316,175320
5/17/16 22:14,comment,VisualWork,175320,175320
5/17/16 22:15,comment,VisualWork,175320,175320
3/1/16 22:29,read,about_me,175320,175320
5/17/16 22:13,read,Design,175320,175320
5/17/16 22:14,read,Design,175320,175320
5/17/16 22:15,read,Design,175320,175320
3/29/16 21:09,read,Photo,175320,175320
3/29/16 21:10,read,Photo,175320,175320
3/29/16 21:12,read,Photo,175320,175320
3/29/16 21:09,read,Video,175320,175320
4/5/16 21:31,read,Video,175320,175320
4/5/16 21:32,read,Video,175320,175320
5/17/16 22:15,read,Video,175320,175320
4/5/16 22:05,read,Design,175321,175320
5/17/16 22:13,reaction_on,Design,175328,175320
5/17/16 22:13,reaction_on,Design,175328,175320
5/17/16 22:13,reaction_on,Design,175328,175320
5/17/16 22:13,reaction_on,Design,175328,175320
5/17/16 22:13,reaction_on,Design,175328,175320
3/8/16 22:12,reaction_on,Photo,175328,175320
3/8/16 22:12,reaction_on,Photo,175328,175320
3/8/16 22:12,reaction_on,Photo,175328,175320
3/8/16 22:12,reaction_on,Video,175328,175320
5/17/16 22:13,read,Design,175328,175320
5/17/16 22:19,read,Design,175328,175320
5/17/16 22:20,read,Design,175328,175320
3/8/16 22:12,read,Photo,175328,175320
3/8/16 22:11,read,Video,175328,175320
4/26/16 21:07,read,Video,176270,175320
3/31/16 23:40,read,Design,176975,175320
3/31/16 23:43,read,Design,176975,175320
3/1/16 0:27,read,Pathways,176975,175320
3/7/16 20:41,read,Pathways,176975,175320
3/7/16 20:33,read,Photo,176975,175320
3/1/16 0:27,read,about_me,176975,175320
3/1/16 22:09,read,about_me,176975,175320
3/7/16 20:41,read,about_me,176975,175320
3/7/16 20:32,read,Video,176975,175320
3/15/16 21:49,comment,VisualWork,186664,175320
3/15/16 21:49,reaction_on,Photo,186664,175320
3/15/16 21:49,reaction_on,Photo,186664,175320
3/15/16 21:49,read,Photo,186664,175320
3/29/16 21:08,read,Design,175320,175321
4/5/16 21:31,read,Design,175320,175321
4/5/16 21:31,read,Design,175320,175321
5/17/16 22:13,read,Design,175320,175321
3/29/16 21:09,read,Video,175320,175321
3/22/16 21:53,read,Photo,175321,175321
4/12/16 21:14,read,Photo,175321,175321
3/29/16 21:10,read,Design,175328,175321
3/8/16 23:18,read,Video,176270,175321
3/15/16 21:37,read,Video,176270,175321
5/3/16 21:43,read,Video,176270,175321
3/8/16 22:22,read,about_me,176975,175321
3/8/16 22:37,read,about_me,176975,175321
3/22/16 21:42,read,Design,186664,175321
3/22/16 21:45,read,Design,186664,175321
3/22/16 21:47,read,Photo,186664,175321
2/2/16 22:53,read,Video,175318,175322
2/9/16 22:16,comment,VisualWork,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,reaction_on,Photo,180781,175322
2/9/16 22:15,read,Photo,180781,175322
1/27/16 19:11,read,about_me,175318,175324
2/9/16 22:07,read,about_me,180781,175324
2/9/16 22:46,read,Video,175318,175325
2/9/16 22:47,read,Video,175318,175325
2/9/16 22:40,comment,Video,175328,175325
2/9/16 22:40,reaction_on,Video,175328,175325
2/9/16 22:39,read,Video,175328,175325
2/9/16 22:40,read,Video,175328,175325
3/1/16 22:49,read,Video,176270,175325
2/9/16 22:05,comment,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:05,reaction_on,Video,180781,175325
2/9/16 22:04,read,Video,180781,175325
3/1/16 22:07,read,Video,180781,175325
1/15/16 16:38,read,about_me,175326,175326
2/12/16 17:24,read,about_me,78079,175328
4/5/16 21:17,read,Design,175316,175328
5/17/16 22:07,read,Video,175316,175328
3/29/16 21:09,read,Design,175318,175328
4/5/16 21:16,read,Design,175318,175328
4/26/16 21:10,read,Photo,175318,175328
3/29/16 21:08,comment,VisualWork,175320,175328
3/29/16 21:08,read,Design,175320,175328
3/29/16 21:12,read,Design,175320,175328
4/5/16 21:42,read,Design,175321,175328
4/12/16 21:10,read,Design,175321,175328
3/29/16 21:08,comment,VisualWork,175328,175328
4/12/16 21:09,read,about_me,175328,175328
4/12/16 21:10,read,about_me,175328,175328
4/12/16 21:18,read,about_me,175328,175328
3/29/16 21:07,read,Design,175328,175328
3/29/16 21:08,read,Design,175328,175328
3/29/16 21:10,read,Design,175328,175328
4/12/16 21:09,read,Design,175328,175328
4/12/16 21:11,read,Design,175328,175328
2/9/16 22:30,read,Video,175328,175328
4/12/16 21:08,read,Design,176270,175328
3/1/16 22:44,read,Video,176270,175328
3/1/16 22:47,read,Video,176270,175328
5/3/16 21:11,read,Video,176270,175328
5/3/16 21:43,read,Video,176270,175328
5/3/16 21:48,read,Video,176270,175328
3/31/16 23:40,read,Design,176975,175328
3/1/16 0:28,read,Pathways,176975,175328
3/7/16 20:41,read,Pathways,176975,175328
3/1/16 0:28,read,about_me,176975,175328
3/7/16 20:40,read,about_me,176975,175328
3/1/16 0:10,read,Video,176975,175328
3/1/16 22:55,read,Video,186664,175328
1/7/16 22:04,read,about_me,176228,176228
1/7/16 22:10,read,about_me,176228,176228
1/21/16 22:22,read,about_me,176228,176228
1/21/16 22:29,read,about_me,176228,176228
1/21/16 22:31,read,about_me,176228,176228
1/21/16 22:32,read,about_me,176228,176228
1/21/16 22:35,read,about_me,176228,176228
1/21/16 22:36,read,about_me,176228,176228
1/21/16 22:54,read,about_me,176228,176228
1/21/16 22:51,read,Photo,176286,176228
1/27/16 21:40,read,about_me,78079,176230
2/3/16 22:16,assess,UserChallenge,98159,176230
2/3/16 22:17,assess,UserChallenge,98159,176230
1/28/16 15:33,comment,Video,159633,176230
1/28/16 15:31,read,Video,159633,176230
2/3/16 22:09,comment,VisualWork,167356,176230
2/3/16 22:09,read,Design,167356,176230
1/21/16 22:26,read,about_me,176228,176230
1/21/16 22:29,read,about_me,176228,176230
1/7/16 22:14,read,about_me,176230,176230
1/21/16 22:26,read,about_me,176230,176230
2/18/16 22:53,read,about_me,176230,176230
2/18/16 22:18,read,Design,176230,176230
1/28/16 22:12,read,Photo,176230,176230
1/28/16 22:13,read,Photo,176230,176230
1/7/16 22:16,reaction_on,Video,176285,176230
1/7/16 22:07,read,Video,176285,176230
1/7/16 22:14,read,Video,176285,176230
1/7/16 22:15,read,Video,176285,176230
1/7/16 22:16,read,Video,176285,176230
1/21/16 22:33,reaction_on,Photo,176286,176230
1/7/16 22:55,reaction_on,Video,176286,176230
1/21/16 22:32,read,Photo,176286,176230
1/21/16 22:51,read,Photo,176286,176230
1/7/16 22:07,read,Video,176286,176230
1/7/16 22:11,read,Video,176286,176230
1/7/16 22:53,read,Video,176286,176230
1/21/16 22:18,read,Video,176286,176230
1/21/16 22:20,read,Video,176286,176230
1/7/16 22:45,read,Video,176288,176230
1/7/16 22:15,reaction_on,Video,178019,176230
1/7/16 22:16,reaction_on,Video,178019,176230
2/4/16 22:21,read,Design,178019,176230
1/7/16 22:07,read,Video,178019,176230
1/7/16 22:14,read,Video,178019,176230
1/7/16 22:16,read,Video,178019,176230
1/28/16 22:21,comment,Video,178024,176230
1/28/16 22:20,read,Video,178024,176230
1/28/16 22:21,read,Video,178024,176230
1/27/16 20:45,assess,UserChallenge,98159,176269
2/2/16 22:45,read,portfolio,159635,176269
2/2/16 22:45,read,about_me,159635,176269
2/2/16 23:32,reaction_on,Photo,175318,176269
2/2/16 23:32,reaction_on,Photo,175318,176269
2/2/16 23:32,reaction_on,Photo,175318,176269
2/2/16 23:32,reaction_on,Photo,175318,176269
2/2/16 23:32,reaction_on,Photo,175318,176269
1/27/16 19:12,read,about_me,175318,176269
2/2/16 23:32,read,Photo,175318,176269
1/27/16 19:12,read,portfolio,175318,176269
3/1/16 0:14,read,Design,176975,176269
3/1/16 0:14,read,Photo,176975,176269
4/12/16 21:11,read,Design,175316,176270
2/9/16 22:38,read,Video,175316,176270
2/9/16 22:42,read,Video,175316,176270
2/9/16 22:40,reaction_on,Video,175318,176270
2/16/16 22:27,reaction_on,Video,175318,176270
2/16/16 22:27,read,Video,175318,176270
2/9/16 22:39,read,Video,175318,176270
5/17/16 22:14,read,Design,175320,176270
5/17/16 22:15,read,Design,175320,176270
3/29/16 21:10,read,Video,175320,176270
3/29/16 21:10,read,Video,175320,176270
4/12/16 21:11,read,Design,175321,176270
2/9/16 22:42,comment,Video,175328,176270
3/1/16 22:07,comment,Video,175328,176270
2/9/16 22:41,reaction_on,Video,175328,176270
2/9/16 22:41,reaction_on,Video,175328,176270
2/9/16 22:41,reaction_on,Video,175328,176270
2/9/16 22:41,reaction_on,Video,175328,176270
2/9/16 22:41,reaction_on,Video,175328,176270
2/9/16 22:41,reaction_on,Video,175328,176270
2/9/16 22:42,reaction_on,Video,175328,176270
2/9/16 22:42,reaction_on,Video,175328,176270
2/9/16 22:41,reaction_on,Video,175328,176270
2/9/16 22:41,read,Video,175328,176270
3/1/16 22:07,read,Video,175328,176270
2/9/16 22:45,comment,Video,176270,176270
2/9/16 22:13,read,about_me,176270,176270
3/1/16 22:16,read,about_me,176270,176270
3/1/16 22:17,read,about_me,176270,176270
3/1/16 22:29,read,about_me,176270,176270
4/26/16 21:39,read,about_me,176270,176270
3/15/16 21:38,read,Design,176270,176270
2/9/16 22:43,read,Video,176270,176270
2/9/16 22:46,read,Video,176270,176270
3/1/16 0:26,read,Badges,176975,176270
3/1/16 0:26,read,Pathways,176975,176270
3/7/16 20:40,read,Pathways,176975,176270
3/1/16 0:26,read,about_me,176975,176270
3/1/16 22:10,read,about_me,176975,176270
3/7/16 20:40,read,about_me,176975,176270
3/1/16 0:17,read,Video,176975,176270
3/1/16 0:09,read,Video,176975,176270
2/9/16 22:56,reaction_on,Video,180781,176270
2/9/16 22:56,read,Video,180781,176270
3/1/16 22:14,read,Video,186663,176270
1/27/16 21:42,read,about_me,78079,176285
1/27/16 22:08,read,about_me,78079,176285
1/27/16 21:40,read,about_me,78079,176286
1/27/16 21:41,read,about_me,78079,176286
1/27/16 21:42,read,about_me,78079,176286
2/3/16 22:16,assess,UserChallenge,98159,176286
1/21/16 22:52,read,about_me,176286,176286
1/28/16 22:56,read,about_me,176286,176286
2/4/16 22:05,read,about_me,176286,176286
2/25/16 22:34,read,about_me,176286,176286
2/25/16 22:57,read,about_me,176286,176286
4/7/16 21:52,read,about_me,176286,176286
4/7/16 21:53,read,about_me,176286,176286
2/25/16 22:57,read,badges,176286,176286
2/25/16 22:56,read,Design,176286,176286
1/7/16 22:17,read,Photo,176286,176286
1/7/16 22:53,read,Photo,176286,176286
1/21/16 22:33,read,Photo,176286,176286
1/21/16 22:35,read,Photo,176286,176286
1/28/16 22:16,read,Photo,176286,176286
2/4/16 22:05,read,portfolio,176286,176286
2/25/16 22:57,read,portfolio,176286,176286
2/25/16 22:58,read,portfolio,176286,176286
1/21/16 22:51,reaction_on,Photo,176290,176286
1/21/16 22:51,reaction_on,Photo,176290,176286
1/21/16 22:51,read,Photo,176290,176286
1/28/16 22:08,read,Photo,176290,176286
1/7/16 22:17,read,Photo,178019,176286
1/21/16 22:20,read,Photo,178019,176286
1/21/16 22:19,read,about_me,176228,176288
1/7/16 22:45,read,about_me,176288,176288
1/7/16 22:56,read,about_me,176288,176288
1/7/16 22:06,read,Video,176286,176289
1/7/16 22:10,read,Video,176286,176289
1/7/16 22:08,read,Video,176289,176289
4/28/16 21:26,read,about_me,178023,176289
1/28/16 22:16,read,Photo,178024,176289
1/27/16 21:40,read,about_me,78079,176290
2/25/16 22:54,assess,UserChallenge,159633,176290
4/8/16 18:32,assess,UserChallenge,159633,176290
4/8/16 18:44,assess,UserChallenge,159633,176290
4/8/16 18:42,assess,UserChallenge,159633,176290
4/8/16 18:30,assess,UserChallenge,159633,176290
4/7/16 21:50,comment,VisualWork,176286,176290
4/7/16 21:49,reaction_on,Design,176286,176290
4/7/16 21:53,reaction_on,Photo,176286,176290
4/7/16 21:50,reaction_on,Photo,176286,176290
4/7/16 21:50,reaction_on,Photo,176286,176290
4/7/16 21:50,reaction_on,Photo,176286,176290
4/7/16 21:53,reaction_on,Photo,176286,176290
4/7/16 21:49,read,Design,176286,176290
4/7/16 21:37,read,Photo,176286,176290
4/7/16 21:50,read,Photo,176286,176290
4/7/16 21:53,read,Photo,176286,176290
2/29/16 23:35,comment,VisualWork,176290,176290
4/28/16 16:19,comment,VisualWork,176290,176290
1/7/16 22:15,read,about_me,176290,176290
1/21/16 22:22,read,about_me,176290,176290
2/18/16 22:47,read,about_me,176290,176290
2/25/16 22:09,read,about_me,176290,176290
2/29/16 23:29,read,about_me,176290,176290
2/29/16 23:31,read,about_me,176290,176290
4/28/16 16:17,read,about_me,176290,176290
2/26/16 0:39,read,Design,176290,176290
3/24/16 21:16,read,Design,176290,176290
3/24/16 21:18,read,Design,176290,176290
3/24/16 22:26,read,Design,176290,176290
3/31/16 21:16,read,Design,176290,176290
4/7/16 21:36,read,Design,176290,176290
5/12/16 21:49,read,Design,176290,176290
1/28/16 22:12,read,Photo,176290,176290
1/28/16 22:14,read,Photo,176290,176290
2/18/16 22:47,read,Photo,176290,176290
2/25/16 22:46,read,Photo,176290,176290
2/29/16 23:30,read,Photo,176290,176290
2/29/16 23:34,read,Photo,176290,176290
2/29/16 23:35,read,Photo,176290,176290
3/1/16 2:28,read,Photo,176290,176290
3/3/16 21:56,read,Photo,176290,176290
3/3/16 21:57,read,Photo,176290,176290
3/17/16 21:21,read,Photo,176290,176290
3/24/16 22:26,read,Photo,176290,176290
3/31/16 21:16,read,Photo,176290,176290
3/31/16 21:19,read,Photo,176290,176290
4/7/16 21:50,read,Photo,176290,176290
4/7/16 21:52,read,Photo,176290,176290
4/28/16 16:18,read,Photo,176290,176290
4/28/16 16:20,read,Photo,176290,176290
2/29/16 23:32,read,portfolio,176290,176290
3/3/16 22:14,comment,VisualWork,178022,176290
3/3/16 22:13,read,Photo,178022,176290
4/28/16 21:30,read,Photo,178022,176290
4/28/16 21:31,read,Photo,178022,176290
4/28/16 21:39,read,Photo,178022,176290
4/28/16 21:44,read,Photo,178022,176290
4/28/16 21:26,read,Photo,178023,176290
4/28/16 21:30,read,Photo,178023,176290
3/31/16 21:19,comment,VisualWork,179263,176290
3/31/16 21:19,read,Design,179263,176290
4/28/16 21:14,read,Photo,179263,176290
4/28/16 21:38,read,Photo,179263,176290
4/28/16 21:57,read,Photo,179263,176290
4/28/16 21:59,read,Photo,179263,176290
3/31/16 21:11,read,Photo,179264,176290
3/31/16 21:17,read,Photo,179264,176290
4/28/16 21:13,read,Photo,179264,176290
4/28/16 21:16,read,Photo,179264,176290
